name,cases,date,day,diff
Cyprus,0,2020-03-07,-17,NaN
Cyprus,0,2020-03-08,-16,NaN
Cyprus,0,2020-03-09,-15,NaN
Cyprus,0,2020-03-10,-14,NaN
Cyprus,0,2020-03-11,-13,NaN
Cyprus,6,2020-03-12,-12,Inf
Cyprus,14,2020-03-13,-11,2.3333333333333335
Cyprus,14,2020-03-14,-10,1
Cyprus,26,2020-03-15,-9,1.8571428571428572
Cyprus,33,2020-03-16,-8,1.2692307692307692
Cyprus,46,2020-03-17,-7,1.393939393939394
Cyprus,49,2020-03-18,-6,1.065217391304348
Cyprus,59,2020-03-19,-5,1.2040816326530612
Cyprus,67,2020-03-20,-4,1.1355932203389831
Cyprus,75,2020-03-21,-3,1.1194029850746268
Cyprus,84,2020-03-22,-2,1.12
Cyprus,95,2020-03-23,-1,1.130952380952381
Cyprus,116,2020-03-24,0,1.2210526315789474
Cyprus,124,2020-03-25,1,1.0689655172413792
Cyprus,124,2020-03-26,2,1
Cyprus,146,2020-03-27,3,1.1774193548387097
Czech Republic,0,2020-02-06,-36,NA
Czech Republic,0,2020-02-07,-35,NaN
Czech Republic,0,2020-02-08,-34,NaN
Czech Republic,0,2020-02-09,-33,NaN
Czech Republic,0,2020-02-10,-32,NaN
Czech Republic,0,2020-02-11,-31,NaN
Czech Republic,0,2020-02-12,-30,NaN
Czech Republic,0,2020-02-13,-29,NaN
Czech Republic,0,2020-02-14,-28,NaN
Czech Republic,0,2020-02-15,-27,NaN
Czech Republic,0,2020-02-16,-26,NaN
Czech Republic,0,2020-02-17,-25,NaN
Czech Republic,0,2020-02-18,-24,NaN
Czech Republic,0,2020-02-19,-23,NaN
Czech Republic,0,2020-02-20,-22,NaN
Czech Republic,0,2020-02-21,-21,NaN
Czech Republic,0,2020-02-22,-20,NaN
Czech Republic,0,2020-02-23,-19,NaN
Czech Republic,0,2020-02-24,-18,NaN
Czech Republic,0,2020-02-25,-17,NaN
Czech Republic,0,2020-02-26,-16,NaN
Czech Republic,0,2020-02-27,-15,NaN
Czech Republic,0,2020-02-28,-14,NaN
Czech Republic,0,2020-02-29,-13,NaN
Czech Republic,3,2020-03-01,-12,Inf
Czech Republic,4,2020-03-02,-11,1.3333333333333333
Czech Republic,4,2020-03-03,-10,1
Czech Republic,8,2020-03-04,-9,2
Czech Republic,8,2020-03-05,-8,1
Czech Republic,19,2020-03-06,-7,2.375
Czech Republic,19,2020-03-07,-6,1
Czech Republic,19,2020-03-08,-5,1
Czech Republic,31,2020-03-09,-4,1.631578947368421
Czech Republic,31,2020-03-10,-3,1
Czech Republic,94,2020-03-11,-2,3.032258064516129
Czech Republic,94,2020-03-12,-1,1
Czech Republic,116,2020-03-13,0,1.2340425531914894
Czech Republic,177,2020-03-14,1,1.5258620689655173
Czech Republic,189,2020-03-15,2,1.0677966101694916
Czech Republic,298,2020-03-16,3,1.5767195767195767
Czech Republic,434,2020-03-17,4,1.4563758389261745
Czech Republic,464,2020-03-18,5,1.0691244239631337
Czech Republic,694,2020-03-19,6,1.4956896551724137
Czech Republic,833,2020-03-20,7,1.2002881844380404
Czech Republic,995,2020-03-21,8,1.1944777911164466
Czech Republic,1120,2020-03-22,9,1.1256281407035176
Czech Republic,1165,2020-03-23,10,1.0401785714285714
Czech Republic,1289,2020-03-24,11,1.1064377682403435
Czech Republic,1497,2020-03-25,12,1.1613653995345228
Czech Republic,1925,2020-03-26,13,1.2859051436205744
Czech Republic,1925,2020-03-27,14,1
Czech Republic,2631,2020-03-28,15,1.3667532467532468
Denmark,0,2020-02-06,-36,NA
Denmark,0,2020-02-07,-35,NaN
Denmark,0,2020-02-08,-34,NaN
Denmark,0,2020-02-09,-33,NaN
Denmark,0,2020-02-10,-32,NaN
Denmark,0,2020-02-11,-31,NaN
Denmark,0,2020-02-12,-30,NaN
Denmark,0,2020-02-13,-29,NaN
Denmark,0,2020-02-14,-28,NaN
Denmark,0,2020-02-15,-27,NaN
Denmark,0,2020-02-16,-26,NaN
Denmark,0,2020-02-17,-25,NaN
Denmark,0,2020-02-18,-24,NaN
Denmark,0,2020-02-19,-23,NaN
Denmark,0,2020-02-20,-22,NaN
Denmark,0,2020-02-21,-21,NaN
Denmark,0,2020-02-22,-20,NaN
Denmark,0,2020-02-23,-19,NaN
Denmark,0,2020-02-24,-18,NaN
Denmark,0,2020-02-25,-17,NaN
Denmark,0,2020-02-26,-16,NaN
Denmark,1,2020-02-27,-15,Inf
Denmark,2,2020-02-28,-14,2
Denmark,3,2020-02-29,-13,1.5
Denmark,4,2020-03-01,-12,1.3333333333333333
Denmark,4,2020-03-02,-11,1
Denmark,4,2020-03-03,-10,1
Denmark,10,2020-03-04,-9,2.5
Denmark,15,2020-03-05,-8,1.5
Denmark,15,2020-03-06,-7,1
Denmark,15,2020-03-07,-6,1
Denmark,15,2020-03-08,-5,1
Denmark,0,2020-03-09,-4,0
Denmark,0,2020-03-10,-3,NaN
Denmark,0,2020-03-11,-2,NaN
Denmark,0,2020-03-12,-1,NaN
Denmark,788,2020-03-13,0,Inf
Denmark,804,2020-03-14,1,1.0203045685279188
Denmark,836,2020-03-15,2,1.0398009950248757
Denmark,932,2020-03-16,3,1.1148325358851674
Denmark,1024,2020-03-17,4,1.0987124463519313
Denmark,1091,2020-03-18,5,1.0654296875
Denmark,1223,2020-03-19,6,1.1209899175068745
Denmark,1335,2020-03-20,7,1.0915780866721176
Denmark,1335,2020-03-21,8,1
Denmark,1510,2020-03-22,9,1.1310861423220975
Denmark,1568,2020-03-23,10,1.03841059602649
Denmark,1713,2020-03-24,11,1.0924744897959184
Denmark,1713,2020-03-25,12,1
Denmark,2017,2020-03-26,13,1.1774664331582019
Denmark,2017,2020-03-27,14,1
Denmark,2356,2020-03-28,15,1.1680713931581557
Denmark*,0,2020-02-06,-33,NA
Denmark*,0,2020-02-07,-32,NaN
Denmark*,0,2020-02-08,-31,NaN
Denmark*,0,2020-02-09,-30,NaN
Denmark*,0,2020-02-10,-29,NaN
Denmark*,0,2020-02-11,-28,NaN
Denmark*,0,2020-02-12,-27,NaN
Denmark*,0,2020-02-13,-26,NaN
Denmark*,0,2020-02-14,-25,NaN
Denmark*,0,2020-02-15,-24,NaN
Denmark*,0,2020-02-16,-23,NaN
Denmark*,0,2020-02-17,-22,NaN
Denmark*,0,2020-02-18,-21,NaN
Denmark*,0,2020-02-19,-20,NaN
Denmark*,0,2020-02-20,-19,NaN
Denmark*,0,2020-02-21,-18,NaN
Denmark*,0,2020-02-22,-17,NaN
Denmark*,0,2020-02-23,-16,NaN
Denmark*,0,2020-02-24,-15,NaN
Denmark*,0,2020-02-25,-14,NaN
Denmark*,0,2020-02-26,-13,NaN
Denmark*,0,2020-02-27,-12,NaN
Denmark*,0,2020-02-28,-11,NaN
Denmark*,0,2020-02-29,-10,NaN
Denmark*,0,2020-03-01,-9,NaN
Denmark*,0,2020-03-02,-8,NaN
Denmark*,0,2020-03-03,-7,NaN
Denmark*,0,2020-03-04,-6,NaN
Denmark*,0,2020-03-05,-5,NaN
Denmark*,0,2020-03-06,-4,NaN
Denmark*,0,2020-03-07,-3,NaN
Denmark*,0,2020-03-08,-2,NaN
Denmark*,37,2020-03-09,-1,Inf
Denmark*,264,2020-03-10,0,7.135135135135135
Denmark*,516,2020-03-11,1,1.9545454545454546
Denmark*,617,2020-03-12,2,1.195736434108527
Denmark*,0,2020-03-13,3,0
Denmark*,0,2020-03-14,4,NaN
Denmark*,0,2020-03-15,5,NaN
Denmark*,0,2020-03-16,6,NaN
Denmark*,0,2020-03-17,7,NaN
Denmark*,0,2020-03-18,8,NaN
Denmark*,0,2020-03-19,9,NaN
Denmark*,0,2020-03-20,10,NaN
Denmark*,0,2020-03-21,11,NaN
Denmark*,0,2020-03-22,12,NaN
Denmark*,0,2020-03-23,13,NaN
Denmark*,0,2020-03-24,14,NaN
Denmark*,0,2020-03-25,15,NaN
Denmark*,0,2020-03-26,16,NaN
Denmark*,0,2020-03-27,17,NaN
Diamond Princess,0,2020-02-06,-11,NA
Diamond Princess,0,2020-02-07,-10,NaN
Diamond Princess,0,2020-02-08,-9,NaN
Diamond Princess,0,2020-02-09,-8,NaN
Diamond Princess,0,2020-02-10,-7,NaN
Diamond Princess,0,2020-02-11,-6,NaN
Diamond Princess,0,2020-02-12,-5,NaN
Diamond Princess,0,2020-02-13,-4,NaN
Diamond Princess,0,2020-02-14,-3,NaN
Diamond Princess,0,2020-02-15,-2,NaN
Diamond Princess,0,2020-02-16,-1,NaN
Diamond Princess,454,2020-02-17,0,Inf
Diamond Princess,542,2020-02-18,1,1.1938325991189427
Diamond Princess,621,2020-02-19,2,1.1457564575645756
Diamond Princess,634,2020-02-20,3,1.0209339774557167
Diamond Princess,634,2020-02-21,4,1
Diamond Princess,634,2020-02-22,5,1
Diamond Princess,691,2020-02-23,6,1.0899053627760253
Diamond Princess,691,2020-02-24,7,1
Diamond Princess,691,2020-02-25,8,1
Diamond Princess,705,2020-02-26,9,1.020260492040521
Diamond Princess,705,2020-02-27,10,1
Diamond Princess,705,2020-02-28,11,1
Diamond Princess,705,2020-02-29,12,1
Diamond Princess,705,2020-03-01,13,1
Diamond Princess,706,2020-03-02,14,1.001418439716312
Diamond Princess,706,2020-03-03,15,1
Diamond Princess,706,2020-03-04,16,1
Diamond Princess,706,2020-03-05,17,1
Diamond Princess,696,2020-03-06,18,0.9858356940509915
Diamond Princess,696,2020-03-07,19,1
Diamond Princess,696,2020-03-08,20,1
Diamond Princess,696,2020-03-09,21,1
Diamond Princess,696,2020-03-10,22,1
Diamond Princess,696,2020-03-11,23,1
Diamond Princess,696,2020-03-12,24,1
Diamond Princess,697,2020-03-13,25,1.0014367816091954
Diamond Princess,697,2020-03-14,26,1
Diamond Princess,697,2020-03-15,27,1
Diamond Princess,697,2020-03-16,28,1
Diamond Princess,712,2020-03-17,29,1.0215208034433285
Diamond Princess,712,2020-03-18,30,1
Diamond Princess,712,2020-03-19,31,1
Diamond Princess,712,2020-03-20,32,1
Diamond Princess,712,2020-03-21,33,1
Diamond Princess,712,2020-03-22,34,1
Diamond Princess,712,2020-03-23,35,1
Diamond Princess,712,2020-03-24,36,1
Diamond Princess,712,2020-03-25,37,1
Diamond Princess,712,2020-03-26,38,1
Diamond Princess,712,2020-03-27,39,1
Dominican Republic,0,2020-02-06,-45,NA
Dominican Republic,0,2020-02-07,-44,NaN
Dominican Republic,0,2020-02-08,-43,NaN
Dominican Republic,0,2020-02-09,-42,NaN
Dominican Republic,0,2020-02-10,-41,NaN
Dominican Republic,0,2020-02-11,-40,NaN
Dominican Republic,0,2020-02-12,-39,NaN
Dominican Republic,0,2020-02-13,-38,NaN
Dominican Republic,0,2020-02-14,-37,NaN
Dominican Republic,0,2020-02-15,-36,NaN
Dominican Republic,0,2020-02-16,-35,NaN
Dominican Republic,0,2020-02-17,-34,NaN
Dominican Republic,0,2020-02-18,-33,NaN
Dominican Republic,0,2020-02-19,-32,NaN
Dominican Republic,0,2020-02-20,-31,NaN
Dominican Republic,0,2020-02-21,-30,NaN
Dominican Republic,0,2020-02-22,-29,NaN
Dominican Republic,0,2020-02-23,-28,NaN
Dominican Republic,0,2020-02-24,-27,NaN
Dominican Republic,0,2020-02-25,-26,NaN
Dominican Republic,0,2020-02-26,-25,NaN
Dominican Republic,0,2020-02-27,-24,NaN
Dominican Republic,0,2020-02-28,-23,NaN
Dominican Republic,0,2020-02-29,-22,NaN
Dominican Republic,1,2020-03-01,-21,Inf
Dominican Republic,1,2020-03-02,-20,1
Dominican Republic,1,2020-03-03,-19,1
Dominican Republic,1,2020-03-04,-18,1
Dominican Republic,1,2020-03-05,-17,1
Dominican Republic,1,2020-03-06,-16,1
Dominican Republic,1,2020-03-07,-15,1
Dominican Republic,1,2020-03-08,-14,1
Dominican Republic,1,2020-03-09,-13,1
Dominican Republic,1,2020-03-10,-12,1
Dominican Republic,5,2020-03-11,-11,5
Dominican Republic,5,2020-03-12,-10,1
Dominican Republic,5,2020-03-13,-9,1
Dominican Republic,5,2020-03-14,-8,1
Dominican Republic,11,2020-03-15,-7,2.2
Dominican Republic,11,2020-03-16,-6,1
Dominican Republic,21,2020-03-17,-5,1.9090909090909092
Dominican Republic,21,2020-03-18,-4,1
Dominican Republic,34,2020-03-19,-3,1.619047619047619
Dominican Republic,34,2020-03-20,-2,1
Dominican Republic,72,2020-03-21,-1,2.1176470588235294
Dominican Republic,112,2020-03-22,0,1.5555555555555556
Dominican Republic,245,2020-03-23,1,2.1875
Dominican Republic,245,2020-03-24,2,1
Dominican Republic,392,2020-03-25,3,1.6
Dominican Republic,392,2020-03-26,4,1
Dominican Republic,488,2020-03-27,5,1.2448979591836735
Dominican Republic,719,2020-03-28,6,1.473360655737705
Ecuador,0,2020-02-06,-41,NA
Ecuador,0,2020-02-07,-40,NaN
Ecuador,0,2020-02-08,-39,NaN
Ecuador,0,2020-02-09,-38,NaN
Ecuador,0,2020-02-10,-37,NaN
Ecuador,0,2020-02-11,-36,NaN
Ecuador,0,2020-02-12,-35,NaN
Ecuador,0,2020-02-13,-34,NaN
Ecuador,0,2020-02-14,-33,NaN
Ecuador,0,2020-02-15,-32,NaN
Ecuador,0,2020-02-16,-31,NaN
Ecuador,0,2020-02-17,-30,NaN
Ecuador,0,2020-02-18,-29,NaN
Ecuador,0,2020-02-19,-28,NaN
Ecuador,0,2020-02-20,-27,NaN
Ecuador,0,2020-02-21,-26,NaN
Ecuador,0,2020-02-22,-25,NaN
Ecuador,0,2020-02-23,-24,NaN
Ecuador,0,2020-02-24,-23,NaN
Ecuador,0,2020-02-25,-22,NaN
Ecuador,0,2020-02-26,-21,NaN
Ecuador,0,2020-02-27,-20,NaN
Ecuador,0,2020-02-28,-19,NaN
Ecuador,1,2020-02-29,-18,Inf
Ecuador,6,2020-03-01,-17,6
Ecuador,7,2020-03-02,-16,1.1666666666666667
Ecuador,7,2020-03-03,-15,1
Ecuador,7,2020-03-04,-14,1
Ecuador,10,2020-03-05,-13,1.4285714285714286
Ecuador,13,2020-03-06,-12,1.3
Ecuador,14,2020-03-07,-11,1.0769230769230769
Ecuador,14,2020-03-08,-10,1
Ecuador,15,2020-03-09,-9,1.0714285714285714
Ecuador,15,2020-03-10,-8,1
Ecuador,15,2020-03-11,-7,1
Ecuador,17,2020-03-12,-6,1.1333333333333333
Ecuador,19,2020-03-13,-5,1.1176470588235294
Ecuador,19,2020-03-14,-4,1
Ecuador,28,2020-03-15,-3,1.4736842105263157
Ecuador,37,2020-03-16,-2,1.3214285714285714
Ecuador,58,2020-03-17,-1,1.5675675675675675
Ecuador,111,2020-03-18,0,1.9137931034482758
Ecuador,168,2020-03-19,1,1.5135135135135136
Ecuador,426,2020-03-20,2,2.5357142857142856
Ecuador,426,2020-03-21,3,1
Ecuador,789,2020-03-22,4,1.852112676056338
Ecuador,981,2020-03-23,5,1.2433460076045628
Ecuador,981,2020-03-24,6,1
Ecuador,1082,2020-03-25,7,1.1029561671763506
Ecuador,1382,2020-03-26,8,1.277264325323475
Ecuador,1403,2020-03-27,9,1.0151953690303908
Ecuador,1823,2020-03-28,10,1.2993585174625801
Egypt,0,2020-02-06,-38,NA
Egypt,0,2020-02-07,-37,NaN
Egypt,0,2020-02-08,-36,NaN
Egypt,0,2020-02-09,-35,NaN
Egypt,0,2020-02-10,-34,NaN
Egypt,0,2020-02-11,-33,NaN
Egypt,0,2020-02-12,-32,NaN
Egypt,0,2020-02-13,-31,NaN
Egypt,1,2020-02-14,-30,Inf
Egypt,1,2020-02-15,-29,1
Egypt,1,2020-02-16,-28,1
Egypt,1,2020-02-17,-27,1
Egypt,1,2020-02-18,-26,1
Egypt,1,2020-02-19,-25,1
Egypt,1,2020-02-20,-24,1
Egypt,1,2020-02-21,-23,1
Egypt,1,2020-02-22,-22,1
Egypt,1,2020-02-23,-21,1
Egypt,1,2020-02-24,-20,1
Egypt,1,2020-02-25,-19,1
Egypt,1,2020-02-26,-18,1
Egypt,1,2020-02-27,-17,1
Egypt,1,2020-02-28,-16,1
Egypt,1,2020-02-29,-15,1
Egypt,2,2020-03-01,-14,2
Egypt,2,2020-03-02,-13,1
Egypt,2,2020-03-03,-12,1
Egypt,2,2020-03-04,-11,1
Egypt,3,2020-03-05,-10,1.5
Egypt,3,2020-03-06,-9,1
Egypt,48,2020-03-07,-8,16
Egypt,49,2020-03-08,-7,1.0208333333333333
Egypt,55,2020-03-09,-6,1.1224489795918366
Egypt,55,2020-03-10,-5,1
Egypt,60,2020-03-11,-4,1.0909090909090908
Egypt,67,2020-03-12,-3,1.1166666666666667
Egypt,80,2020-03-13,-2,1.1940298507462686
Egypt,80,2020-03-14,-1,1
Egypt,126,2020-03-15,0,1.575
Egypt,166,2020-03-16,1,1.3174603174603174
Egypt,196,2020-03-17,2,1.180722891566265
Egypt,196,2020-03-18,3,1
Egypt,210,2020-03-19,4,1.0714285714285714
Egypt,256,2020-03-20,5,1.2190476190476192
Egypt,285,2020-03-21,6,1.11328125
Egypt,327,2020-03-22,7,1.1473684210526316
Egypt,327,2020-03-23,8,1
Egypt,366,2020-03-24,9,1.1192660550458715
Egypt,402,2020-03-25,10,1.098360655737705
Egypt,495,2020-03-26,11,1.2313432835820894
Egypt,495,2020-03-27,12,1
Egypt,576,2020-03-28,13,1.1636363636363636
Estonia,0,2020-02-06,-38,NA
Estonia,0,2020-02-07,-37,NaN
Estonia,0,2020-02-08,-36,NaN
Estonia,0,2020-02-09,-35,NaN
Estonia,0,2020-02-10,-34,NaN
Estonia,0,2020-02-11,-33,NaN
Estonia,0,2020-02-12,-32,NaN
Estonia,0,2020-02-13,-31,NaN
Estonia,0,2020-02-14,-30,NaN
Estonia,0,2020-02-15,-29,NaN
Estonia,0,2020-02-16,-28,NaN
Estonia,0,2020-02-17,-27,NaN
Estonia,0,2020-02-18,-26,NaN
Estonia,0,2020-02-19,-25,NaN
Estonia,0,2020-02-20,-24,NaN
Estonia,0,2020-02-21,-23,NaN
Estonia,0,2020-02-22,-22,NaN
Estonia,0,2020-02-23,-21,NaN
Estonia,0,2020-02-24,-20,NaN
Estonia,0,2020-02-25,-19,NaN
Estonia,0,2020-02-26,-18,NaN
Estonia,1,2020-02-27,-17,Inf
Estonia,1,2020-02-28,-16,1
Estonia,1,2020-02-29,-15,1
Estonia,1,2020-03-01,-14,1
Estonia,1,2020-03-02,-13,1
Estonia,1,2020-03-03,-12,1
Estonia,2,2020-03-04,-11,2
Estonia,5,2020-03-05,-10,2.5
Estonia,5,2020-03-06,-9,1
Estonia,5,2020-03-07,-8,1
Estonia,5,2020-03-08,-7,1
Estonia,10,2020-03-09,-6,2
Estonia,10,2020-03-10,-5,1
Estonia,10,2020-03-11,-4,1
Estonia,10,2020-03-12,-3,1
Estonia,41,2020-03-13,-2,4.1
Estonia,41,2020-03-14,-1,1
Estonia,115,2020-03-15,0,2.8048780487804876
Estonia,171,2020-03-16,1,1.4869565217391305
Estonia,205,2020-03-17,2,1.1988304093567252
Estonia,258,2020-03-18,3,1.2585365853658537
Estonia,267,2020-03-19,4,1.0348837209302326
Estonia,267,2020-03-20,5,1
Estonia,306,2020-03-21,6,1.146067415730337
Estonia,326,2020-03-22,7,1.065359477124183
Estonia,352,2020-03-23,8,1.0797546012269938
Estonia,369,2020-03-24,9,1.0482954545454546
Estonia,404,2020-03-25,10,1.094850948509485
Estonia,538,2020-03-26,11,1.3316831683168318
Estonia,538,2020-03-27,12,1
Estonia,640,2020-03-28,13,1.1895910780669146
Finland,1,2020-02-06,-36,NA
Finland,1,2020-02-07,-35,1
Finland,1,2020-02-08,-34,1
Finland,1,2020-02-09,-33,1
Finland,1,2020-02-10,-32,1
Finland,1,2020-02-11,-31,1
Finland,1,2020-02-12,-30,1
Finland,1,2020-02-13,-29,1
Finland,1,2020-02-14,-28,1
Finland,1,2020-02-15,-27,1
Finland,1,2020-02-16,-26,1
Finland,1,2020-02-17,-25,1
Finland,1,2020-02-18,-24,1
Finland,1,2020-02-19,-23,1
Finland,1,2020-02-20,-22,1
Finland,1,2020-02-21,-21,1
Finland,1,2020-02-22,-20,1
Finland,1,2020-02-23,-19,1
Finland,1,2020-02-24,-18,1
Finland,1,2020-02-25,-17,1
Finland,2,2020-02-26,-16,2
Finland,2,2020-02-27,-15,1
Finland,3,2020-02-28,-14,1.5
Finland,3,2020-02-29,-13,1
Finland,6,2020-03-01,-12,2
Finland,7,2020-03-02,-11,1.1666666666666667
Finland,7,2020-03-03,-10,1
Finland,7,2020-03-04,-9,1
Finland,12,2020-03-05,-8,1.7142857142857142
Finland,12,2020-03-06,-7,1
Finland,19,2020-03-07,-6,1.5833333333333333
Finland,23,2020-03-08,-5,1.2105263157894737
Finland,30,2020-03-09,-4,1.3043478260869565
Finland,30,2020-03-10,-3,1
Finland,59,2020-03-11,-2,1.9666666666666666
Finland,59,2020-03-12,-1,1
Finland,109,2020-03-13,0,1.847457627118644
Finland,210,2020-03-14,1,1.926605504587156
Finland,210,2020-03-15,2,1
Finland,272,2020-03-16,3,1.2952380952380953
Finland,319,2020-03-17,4,1.1727941176470589
Finland,333,2020-03-18,5,1.0438871473354232
Finland,400,2020-03-19,6,1.2012012012012012
Finland,450,2020-03-20,7,1.125
Finland,450,2020-03-21,8,1
Finland,626,2020-03-22,9,1.3911111111111112
Finland,700,2020-03-23,10,1.1182108626198084
Finland,700,2020-03-24,11,1
Finland,792,2020-03-25,12,1.1314285714285715
Finland,880,2020-03-26,13,1.1111111111111112
Finland,958,2020-03-27,14,1.0886363636363636
Finland,1163,2020-03-28,15,1.2139874739039667
France,6,2020-02-06,-23,NA
France,6,2020-02-07,-22,1
France,11,2020-02-08,-21,1.8333333333333333
France,11,2020-02-09,-20,1
France,11,2020-02-10,-19,1
France,11,2020-02-11,-18,1
France,11,2020-02-12,-17,1
France,11,2020-02-13,-16,1
France,11,2020-02-14,-15,1
France,12,2020-02-15,-14,1.0909090909090908
France,12,2020-02-16,-13,1
France,12,2020-02-17,-12,1
France,12,2020-02-18,-11,1
France,12,2020-02-19,-10,1
France,12,2020-02-20,-9,1
France,12,2020-02-21,-8,1
France,12,2020-02-22,-7,1
France,12,2020-02-23,-6,1
France,12,2020-02-24,-5,1
France,14,2020-02-25,-4,1.1666666666666667
France,18,2020-02-26,-3,1.2857142857142858
France,38,2020-02-27,-2,2.111111111111111
France,57,2020-02-28,-1,1.5
France,100,2020-02-29,0,1.7543859649122806
France,130,2020-03-01,1,1.3
France,191,2020-03-02,2,1.4692307692307693
France,191,2020-03-03,3,1
France,285,2020-03-04,4,1.4921465968586387
France,423,2020-03-05,5,1.4842105263157894
France,613,2020-03-06,6,1.4491725768321513
France,949,2020-03-07,7,1.5481239804241436
France,1126,2020-03-08,8,1.1865121180189673
France,1412,2020-03-09,9,1.2539964476021315
France,1784,2020-03-10,10,1.2634560906515582
France,2281,2020-03-11,11,1.2785874439461884
France,2876,2020-03-12,12,1.26085050416484
France,3661,2020-03-13,13,1.2729485396383866
France,4499,2020-03-14,14,1.2288992078667031
France,5423,2020-03-15,15,1.2053789731051345
France,6633,2020-03-16,16,1.2231237322515214
France,7730,2020-03-17,17,1.1653851952359415
France,9134,2020-03-18,18,1.1816300129366106
France,10995,2020-03-19,19,1.2037442522443618
France,12612,2020-03-20,20,1.1470668485675306
France,14459,2020-03-21,21,1.1464478274659056
France,16018,2020-03-22,22,1.1078221177121517
France,19856,2020-03-23,23,1.2396054438756399
France,22302,2020-03-24,24,1.1231869460112813
France,25233,2020-03-25,25,1.1314231907452246
France,29155,2020-03-26,26,1.1554313795426623
France,32964,2020-03-27,27,1.1306465443320186
France,37575,2020-03-28,28,1.1398798689479432
Georgia,0,2020-02-06,-54,NA
Georgia,0,2020-02-07,-53,NaN
Georgia,0,2020-02-08,-52,NaN
Georgia,0,2020-02-09,-51,NaN
Georgia,0,2020-02-10,-50,NaN
Georgia,0,2020-02-11,-49,NaN
Georgia,0,2020-02-12,-48,NaN
Georgia,0,2020-02-13,-47,NaN
Georgia,0,2020-02-14,-46,NaN
Georgia,0,2020-02-15,-45,NaN
Georgia,0,2020-02-16,-44,NaN
Georgia,0,2020-02-17,-43,NaN
Georgia,0,2020-02-18,-42,NaN
Georgia,0,2020-02-19,-41,NaN
Georgia,0,2020-02-20,-40,NaN
Georgia,0,2020-02-21,-39,NaN
Georgia,0,2020-02-22,-38,NaN
Georgia,0,2020-02-23,-37,NaN
Georgia,0,2020-02-24,-36,NaN
Georgia,0,2020-02-25,-35,NaN
Georgia,1,2020-02-26,-34,Inf
Georgia,1,2020-02-27,-33,1
Georgia,1,2020-02-28,-32,1
Georgia,3,2020-02-29,-31,3
Georgia,3,2020-03-01,-30,1
Georgia,3,2020-03-02,-29,1
Georgia,3,2020-03-03,-28,1
Georgia,3,2020-03-04,-27,1
Georgia,9,2020-03-05,-26,3
Georgia,9,2020-03-06,-25,1
Georgia,9,2020-03-07,-24,1
Georgia,9,2020-03-08,-23,1
Georgia,15,2020-03-09,-22,1.6666666666666667
Georgia,15,2020-03-10,-21,1
Georgia,15,2020-03-11,-20,1
Georgia,24,2020-03-12,-19,1.6
Georgia,25,2020-03-13,-18,1.0416666666666667
Georgia,25,2020-03-14,-17,1
Georgia,30,2020-03-15,-16,1.2
Georgia,33,2020-03-16,-15,1.1
Georgia,35,2020-03-17,-14,1.0606060606060606
Georgia,38,2020-03-18,-13,1.0857142857142856
Georgia,40,2020-03-19,-12,1.0526315789473684
Georgia,44,2020-03-20,-11,1.1
Georgia,47,2020-03-21,-10,1.0681818181818181
Georgia,54,2020-03-22,-9,1.148936170212766
Georgia,61,2020-03-23,-8,1.1296296296296295
Georgia,66,2020-03-24,-7,1.0819672131147542
Georgia,75,2020-03-25,-6,1.1363636363636365
Georgia,77,2020-03-26,-5,1.0266666666666666
Georgia,81,2020-03-27,-4,1.051948051948052
Georgia,90,2020-03-28,-3,1.1111111111111112
Germany,13,2020-02-06,-24,NA
Germany,14,2020-02-07,-23,1.0769230769230769
Germany,14,2020-02-08,-22,1
Germany,14,2020-02-09,-21,1
Germany,14,2020-02-10,-20,1
Germany,16,2020-02-11,-19,1.1428571428571428
Germany,16,2020-02-12,-18,1
Germany,16,2020-02-13,-17,1
Germany,16,2020-02-14,-16,1
Germany,16,2020-02-15,-15,1
Germany,16,2020-02-16,-14,1
Germany,16,2020-02-17,-13,1
Germany,16,2020-02-18,-12,1
Germany,16,2020-02-19,-11,1
Germany,16,2020-02-20,-10,1
Germany,16,2020-02-21,-9,1
Germany,16,2020-02-22,-8,1
Germany,16,2020-02-23,-7,1
Germany,16,2020-02-24,-6,1
Germany,18,2020-02-25,-5,1.125
Germany,27,2020-02-26,-4,1.5
Germany,48,2020-02-27,-3,1.7777777777777777
Germany,48,2020-02-28,-2,1
Germany,79,2020-02-29,-1,1.6458333333333333
Germany,130,2020-03-01,0,1.6455696202531647
Germany,165,2020-03-02,1,1.2692307692307692
Germany,165,2020-03-03,2,1
Germany,262,2020-03-04,3,1.587878787878788
Germany,400,2020-03-05,4,1.5267175572519085
Germany,639,2020-03-06,5,1.5975
Germany,800,2020-03-07,6,1.2519561815336464
Germany,1040,2020-03-08,7,1.3
Germany,1224,2020-03-09,8,1.176923076923077
Germany,1458,2020-03-10,9,1.1911764705882353
Germany,1908,2020-03-11,10,1.308641975308642
Germany,2512,2020-03-12,11,1.3165618448637317
Germany,3116,2020-03-13,12,1.2404458598726114
Germany,4181,2020-03-14,13,1.3417843388960204
Germany,4585,2020-03-15,14,1.0966276010523799
Germany,7272,2020-03-16,15,1.586041439476554
Germany,9360,2020-03-17,16,1.2871287128712872
Germany,12327,2020-03-18,17,1.3169871794871795
Germany,15320,2020-03-19,18,1.2428003569400503
Germany,19848,2020-03-20,19,1.29556135770235
