Province/State,Country/Region,Lat,Long,date,confirmed,datetime,death,recovered
Shanxi,Mainland China,37.57769,112.2922,2020-02-04,81,2020-02-04T21:00:00Z,0,4
Shanxi,Mainland China,37.57769,112.2922,2020-02-05,90,2020-02-05T22:00:00Z,0,6
Shanxi,Mainland China,37.57769,112.2922,2020-02-06,90,2020-02-06T13:20:00Z,0,12
Shanxi,Mainland China,37.57769,112.2922,2020-02-07,104,2020-02-07T21:50:00Z,0,15
Shanxi,Mainland China,37.57769,112.2922,2020-02-08,115,2020-02-08T22:04:00Z,0,21
Shanxi,Mainland China,37.57769,112.2922,2020-02-09,119,2020-02-09T22:20:00Z,0,25
Shanxi,Mainland China,37.57769,112.2922,2020-02-10,119,2020-02-10T10:00:00Z,0,25
Sichuan,Mainland China,30.61714,102.7103,2020-01-21,2,2020-01-21T21:00:00Z,0,0
Sichuan,Mainland China,30.61714,102.7103,2020-01-22,5,2020-01-22T11:00:00Z,0,0
Sichuan,Mainland China,30.61714,102.7103,2020-01-23,15,2020-01-23T23:00:00Z,0,0
Sichuan,Mainland China,30.61714,102.7103,2020-01-24,28,2020-01-24T23:00:00Z,0,0
Sichuan,Mainland China,30.61714,102.7103,2020-01-25,44,2020-01-25T21:00:00Z,0,0
Sichuan,Mainland China,30.61714,102.7103,2020-01-26,69,2020-01-26T22:00:00Z,0,0
Sichuan,Mainland China,30.61714,102.7103,2020-01-27,90,2020-01-27T19:30:00Z,0,0
Sichuan,Mainland China,30.61714,102.7103,2020-01-28,108,2020-01-28T22:00:00Z,0,0
Sichuan,Mainland China,30.61714,102.7103,2020-01-29,142,2020-01-29T20:00:00Z,1,1
Sichuan,Mainland China,30.61714,102.7103,2020-01-30,142,2020-01-30T10:00:00Z,1,1
Sichuan,Mainland China,30.61714,102.7103,2020-01-31,177,2020-01-31T13:00:00Z,1,1
Sichuan,Mainland China,30.61714,102.7103,2020-02-01,207,2020-02-01T09:00:00Z,1,3
Sichuan,Mainland China,30.61714,102.7103,2020-02-02,254,2020-02-02T20:00:00Z,1,12
Sichuan,Mainland China,30.61714,102.7103,2020-02-03,254,2020-02-03T20:00:00Z,1,14
Sichuan,Mainland China,30.61714,102.7103,2020-02-04,301,2020-02-04T21:00:00Z,1,23
Sichuan,Mainland China,30.61714,102.7103,2020-02-05,321,2020-02-05T22:00:00Z,1,27
Sichuan,Mainland China,30.61714,102.7103,2020-02-06,321,2020-02-06T13:20:00Z,1,31
Sichuan,Mainland China,30.61714,102.7103,2020-02-07,363,2020-02-07T21:50:00Z,1,5
Sichuan,Mainland China,30.61714,102.7103,2020-02-08,386,2020-02-08T22:04:00Z,1,60
Sichuan,Mainland China,30.61714,102.7103,2020-02-09,405,2020-02-09T22:20:00Z,1,76
Sichuan,Mainland China,30.61714,102.7103,2020-02-10,405,2020-02-10T10:00:00Z,1,80
Tianjin,Mainland China,39.29362,117.333,2020-01-21,2,2020-01-21T21:00:00Z,0,0
Tianjin,Mainland China,39.29362,117.333,2020-01-22,4,2020-01-22T11:00:00Z,0,0
Tianjin,Mainland China,39.29362,117.333,2020-01-23,5,2020-01-23T23:00:00Z,0,0
Tianjin,Mainland China,39.29362,117.333,2020-01-24,8,2020-01-24T23:00:00Z,0,0
Tianjin,Mainland China,39.29362,117.333,2020-01-25,13,2020-01-25T21:00:00Z,0,0
Tianjin,Mainland China,39.29362,117.333,2020-01-26,14,2020-01-26T22:00:00Z,0,0
Tianjin,Mainland China,39.29362,117.333,2020-01-27,23,2020-01-27T19:30:00Z,0,0
Tianjin,Mainland China,39.29362,117.333,2020-01-28,25,2020-01-28T22:00:00Z,0,0
Tianjin,Mainland China,39.29362,117.333,2020-01-29,27,2020-01-29T20:00:00Z,0,0
Tianjin,Mainland China,39.29362,117.333,2020-01-30,31,2020-01-30T10:00:00Z,0,0
Tianjin,Mainland China,39.29362,117.333,2020-01-31,32,2020-01-31T13:00:00Z,0,0
Tianjin,Mainland China,39.29362,117.333,2020-02-01,38,2020-02-01T09:00:00Z,0,0
Tianjin,Mainland China,39.29362,117.333,2020-02-02,48,2020-02-02T20:00:00Z,0,1
Tianjin,Mainland China,39.29362,117.333,2020-02-03,60,2020-02-03T20:00:00Z,0,1
Tianjin,Mainland China,39.29362,117.333,2020-02-04,67,2020-02-04T21:00:00Z,0,2
Tianjin,Mainland China,39.29362,117.333,2020-02-05,69,2020-02-05T22:00:00Z,1,2
Tianjin,Mainland China,39.29362,117.333,2020-02-06,78,2020-02-06T13:20:00Z,1,2
Tianjin,Mainland China,39.29362,117.333,2020-02-07,88,2020-02-07T21:50:00Z,1,2
Tianjin,Mainland China,39.29362,117.333,2020-02-08,90,2020-02-08T22:04:00Z,1,4
Tianjin,Mainland China,39.29362,117.333,2020-02-09,94,2020-02-09T22:20:00Z,1,4
Tianjin,Mainland China,39.29362,117.333,2020-02-10,95,2020-02-10T10:00:00Z,1,8
Tibet,Mainland China,30.1534,88.7879,2020-01-21,0,2020-01-21T21:00:00Z,0,0
Tibet,Mainland China,30.1534,88.7879,2020-01-22,0,2020-01-22T11:00:00Z,0,0
Tibet,Mainland China,30.1534,88.7879,2020-01-23,0,2020-01-23T23:00:00Z,0,0
Tibet,Mainland China,30.1534,88.7879,2020-01-24,0,2020-01-24T23:00:00Z,0,0
Tibet,Mainland China,30.1534,88.7879,2020-01-25,0,2020-01-25T21:00:00Z,0,0
Tibet,Mainland China,30.1534,88.7879,2020-01-26,0,2020-01-26T22:00:00Z,0,0
Tibet,Mainland China,30.1534,88.7879,2020-01-27,0,2020-01-27T19:30:00Z,0,0
Tibet,Mainland China,30.1534,88.7879,2020-01-28,0,2020-01-28T22:00:00Z,0,0
Tibet,Mainland China,30.1534,88.7879,2020-01-29,1,2020-01-29T20:00:00Z,0,0
Tibet,Mainland China,30.1534,88.7879,2020-01-30,1,2020-01-30T10:00:00Z,0,0
Tibet,Mainland China,30.1534,88.7879,2020-01-31,1,2020-01-31T13:00:00Z,0,0
Tibet,Mainland China,30.1534,88.7879,2020-02-01,1,2020-02-01T09:00:00Z,0,0
Tibet,Mainland China,30.1534,88.7879,2020-02-02,1,2020-02-02T20:00:00Z,0,0
Tibet,Mainland China,30.1534,88.7879,2020-02-03,1,2020-02-03T20:00:00Z,0,0
Tibet,Mainland China,30.1534,88.7879,2020-02-04,1,2020-02-04T21:00:00Z,0,0
Tibet,Mainland China,30.1534,88.7879,2020-02-05,1,2020-02-05T22:00:00Z,0,0
Tibet,Mainland China,30.1534,88.7879,2020-02-06,1,2020-02-06T13:20:00Z,0,0
Tibet,Mainland China,30.1534,88.7879,2020-02-07,1,2020-02-07T21:50:00Z,0,0
Tibet,Mainland China,30.1534,88.7879,2020-02-08,1,2020-02-08T22:04:00Z,0,0
Tibet,Mainland China,30.1534,88.7879,2020-02-09,1,2020-02-09T22:20:00Z,0,0
Tibet,Mainland China,30.1534,88.7879,2020-02-10,1,2020-02-10T10:00:00Z,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-01-21,0,2020-01-21T21:00:00Z,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-01-22,0,2020-01-22T11:00:00Z,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-01-23,2,2020-01-23T23:00:00Z,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-01-24,3,2020-01-24T23:00:00Z,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-01-25,4,2020-01-25T21:00:00Z,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-01-26,5,2020-01-26T22:00:00Z,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-01-27,5,2020-01-27T19:30:00Z,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-01-28,13,2020-01-28T22:00:00Z,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-01-29,14,2020-01-29T20:00:00Z,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-01-30,14,2020-01-30T10:00:00Z,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-01-31,17,2020-01-31T13:00:00Z,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-02-01,18,2020-02-01T09:00:00Z,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-02-02,24,2020-02-02T20:00:00Z,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-02-03,24,2020-02-03T20:00:00Z,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-02-04,32,2020-02-04T21:00:00Z,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-02-05,36,2020-02-05T22:00:00Z,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-02-06,36,2020-02-06T13:20:00Z,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-02-07,42,2020-02-07T21:50:00Z,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-02-08,45,2020-02-08T22:04:00Z,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-02-09,49,2020-02-09T22:20:00Z,0,0
Xinjiang,Mainland China,41.11981,85.17822,2020-02-10,49,2020-02-10T10:00:00Z,0,0
Yunnan,Mainland China,24.97411,101.4868,2020-01-21,1,2020-01-21T21:00:00Z,0,0
Yunnan,Mainland China,24.97411,101.4868,2020-01-22,1,2020-01-22T11:00:00Z,0,0
Yunnan,Mainland China,24.97411,101.4868,2020-01-23,2,2020-01-23T23:00:00Z,0,0
Yunnan,Mainland China,24.97411,101.4868,2020-01-24,5,2020-01-24T23:00:00Z,0,0
Yunnan,Mainland China,24.97411,101.4868,2020-01-25,11,2020-01-25T21:00:00Z,0,0
Yunnan,Mainland China,24.97411,101.4868,2020-01-26,19,2020-01-26T22:00:00Z,0,0
Yunnan,Mainland China,24.97411,101.4868,2020-01-27,26,2020-01-27T19:30:00Z,0,0
Yunnan,Mainland China,24.97411,101.4868,2020-01-28,44,2020-01-28T22:00:00Z,0,0
Yunnan,Mainland China,24.97411,101.4868,2020-01-29,55,2020-01-29T20:00:00Z,0,0
Yunnan,Mainland China,24.97411,101.4868,2020-01-30,70,2020-01-30T10:00:00Z,0,0
Yunnan,Mainland China,24.97411,101.4868,2020-01-31,83,2020-01-31T13:00:00Z,0,1
Yunnan,Mainland China,24.97411,101.4868,2020-02-01,91,2020-02-01T09:00:00Z,0,2
Yunnan,Mainland China,24.97411,101.4868,2020-02-02,105,2020-02-02T20:00:00Z,0,3
Yunnan,Mainland China,24.97411,101.4868,2020-02-03,117,2020-02-03T20:00:00Z,0,5
Yunnan,Mainland China,24.97411,101.4868,2020-02-04,122,2020-02-04T21:00:00Z,0,5
Yunnan,Mainland China,24.97411,101.4868,2020-02-05,128,2020-02-05T22:00:00Z,0,5
Yunnan,Mainland China,24.97411,101.4868,2020-02-06,133,2020-02-06T13:20:00Z,0,7
Yunnan,Mainland China,24.97411,101.4868,2020-02-07,138,2020-02-07T21:50:00Z,0,12
Yunnan,Mainland China,24.97411,101.4868,2020-02-08,140,2020-02-08T22:04:00Z,0,17
Yunnan,Mainland China,24.97411,101.4868,2020-02-09,141,2020-02-09T22:20:00Z,0,18
Yunnan,Mainland China,24.97411,101.4868,2020-02-10,149,2020-02-10T10:00:00Z,0,19
Zhejiang,Mainland China,29.18251,120.0985,2020-01-21,5,2020-01-21T21:00:00Z,0,0
Zhejiang,Mainland China,29.18251,120.0985,2020-01-22,10,2020-01-22T11:00:00Z,0,0
Zhejiang,Mainland China,29.18251,120.0985,2020-01-23,43,2020-01-23T23:00:00Z,0,1
Zhejiang,Mainland China,29.18251,120.0985,2020-01-24,62,2020-01-24T23:00:00Z,0,1
Zhejiang,Mainland China,29.18251,120.0985,2020-01-25,104,2020-01-25T21:00:00Z,0,1
Zhejiang,Mainland China,29.18251,120.0985,2020-01-26,128,2020-01-26T22:00:00Z,0,1
Zhejiang,Mainland China,29.18251,120.0985,2020-01-27,173,2020-01-27T19:30:00Z,0,1
Zhejiang,Mainland China,29.18251,120.0985,2020-01-28,296,2020-01-28T22:00:00Z,0,3
Zhejiang,Mainland China,29.18251,120.0985,2020-01-29,428,2020-01-29T20:00:00Z,0,4
Zhejiang,Mainland China,29.18251,120.0985,2020-01-30,428,2020-01-30T10:00:00Z,0,4
Zhejiang,Mainland China,29.18251,120.0985,2020-01-31,538,2020-01-31T13:00:00Z,0,14
Zhejiang,Mainland China,29.18251,120.0985,2020-02-01,599,2020-02-01T09:00:00Z,0,21
Zhejiang,Mainland China,29.18251,120.0985,2020-02-02,724,2020-02-02T20:00:00Z,0,36
Zhejiang,Mainland China,29.18251,120.0985,2020-02-03,724,2020-02-03T20:00:00Z,0,43
Zhejiang,Mainland China,29.18251,120.0985,2020-02-04,895,2020-02-04T21:00:00Z,0,63
Zhejiang,Mainland China,29.18251,120.0985,2020-02-05,954,2020-02-05T22:00:00Z,0,81
Zhejiang,Mainland China,29.18251,120.0985,2020-02-06,954,2020-02-06T13:20:00Z,0,94
Zhejiang,Mainland China,29.18251,120.0985,2020-02-07,1048,2020-02-07T21:50:00Z,0,127
Zhejiang,Mainland China,29.18251,120.0985,2020-02-08,1075,2020-02-08T22:04:00Z,0,185
Zhejiang,Mainland China,29.18251,120.0985,2020-02-09,1092,2020-02-09T22:20:00Z,0,201
Zhejiang,Mainland China,29.18251,120.0985,2020-02-10,1092,2020-02-10T10:00:00Z,0,242
NA,Malaysia,4.2105,101.9758,2020-01-21,0,2020-01-21T21:00:00Z,0,0
NA,Malaysia,4.2105,101.9758,2020-01-22,0,2020-01-22T11:00:00Z,0,0
NA,Malaysia,4.2105,101.9758,2020-01-23,0,2020-01-23T23:00:00Z,0,0
NA,Malaysia,4.2105,101.9758,2020-01-24,3,2020-01-24T23:00:00Z,0,0
NA,Malaysia,4.2105,101.9758,2020-01-25,3,2020-01-25T21:00:00Z,0,0
NA,Malaysia,4.2105,101.9758,2020-01-26,4,2020-01-26T22:00:00Z,0,0
NA,Malaysia,4.2105,101.9758,2020-01-27,4,2020-01-27T19:30:00Z,0,0
NA,Malaysia,4.2105,101.9758,2020-01-28,7,2020-01-28T22:00:00Z,0,0
NA,Malaysia,4.2105,101.9758,2020-01-29,7,2020-01-29T20:00:00Z,0,0
NA,Malaysia,4.2105,101.9758,2020-01-30,8,2020-01-30T10:00:00Z,0,0
NA,Malaysia,4.2105,101.9758,2020-01-31,8,2020-01-31T13:00:00Z,0,0
NA,Malaysia,4.2105,101.9758,2020-02-01,8,2020-02-01T09:00:00Z,0,0
NA,Malaysia,4.2105,101.9758,2020-02-02,8,2020-02-02T20:00:00Z,0,0
NA,Malaysia,4.2105,101.9758,2020-02-03,8,2020-02-03T20:00:00Z,0,0
NA,Malaysia,4.2105,101.9758,2020-02-04,10,2020-02-04T21:00:00Z,0,0
NA,Malaysia,4.2105,101.9758,2020-02-05,12,2020-02-05T22:00:00Z,0,0
NA,Malaysia,4.2105,101.9758,2020-02-06,12,2020-02-06T13:20:00Z,0,0
NA,Malaysia,4.2105,101.9758,2020-02-07,12,2020-02-07T21:50:00Z,0,1
NA,Malaysia,4.2105,101.9758,2020-02-08,16,2020-02-08T22:04:00Z,0,1
NA,Malaysia,4.2105,101.9758,2020-02-09,18,2020-02-09T22:20:00Z,0,1
NA,Malaysia,4.2105,101.9758,2020-02-10,18,2020-02-10T10:00:00Z,0,1
NA,Nepal,28.3949,84.124,2020-01-21,0,2020-01-21T21:00:00Z,0,0
NA,Nepal,28.3949,84.124,2020-01-22,0,2020-01-22T11:00:00Z,0,0
NA,Nepal,28.3949,84.124,2020-01-23,0,2020-01-23T23:00:00Z,0,0
NA,Nepal,28.3949,84.124,2020-01-24,1,2020-01-24T23:00:00Z,0,0
NA,Nepal,28.3949,84.124,2020-01-25,1,2020-01-25T21:00:00Z,0,0
NA,Nepal,28.3949,84.124,2020-01-26,1,2020-01-26T22:00:00Z,0,0
NA,Nepal,28.3949,84.124,2020-01-27,1,2020-01-27T19:30:00Z,0,0
NA,Nepal,28.3949,84.124,2020-01-28,1,2020-01-28T22:00:00Z,0,0
NA,Nepal,28.3949,84.124,2020-01-29,1,2020-01-29T20:00:00Z,0,0
NA,Nepal,28.3949,84.124,2020-01-30,1,2020-01-30T10:00:00Z,0,0
NA,Nepal,28.3949,84.124,2020-01-31,1,2020-01-31T13:00:00Z,0,0
NA,Nepal,28.3949,84.124,2020-02-01,1,2020-02-01T09:00:00Z,0,0
NA,Nepal,28.3949,84.124,2020-02-02,1,2020-02-02T20:00:00Z,0,0
NA,Nepal,28.3949,84.124,2020-02-03,1,2020-02-03T20:00:00Z,0,0
NA,Nepal,28.3949,84.124,2020-02-04,1,2020-02-04T21:00:00Z,0,0
NA,Nepal,28.3949,84.124,2020-02-05,1,2020-02-05T22:00:00Z,0,0
NA,Nepal,28.3949,84.124,2020-02-06,1,2020-02-06T13:20:00Z,0,0
NA,Nepal,28.3949,84.124,2020-02-07,1,2020-02-07T21:50:00Z,0,0
NA,Nepal,28.3949,84.124,2020-02-08,1,2020-02-08T22:04:00Z,0,0
NA,Nepal,28.3949,84.124,2020-02-09,1,2020-02-09T22:20:00Z,0,0
NA,Nepal,28.3949,84.124,2020-02-10,1,2020-02-10T10:00:00Z,0,0
Cruise Ship,Others,35.4437,129.638,2020-01-21,0,2020-01-21T21:00:00Z,0,0
Cruise Ship,Others,35.4437,129.638,2020-01-22,0,2020-01-22T11:00:00Z,0,0
Cruise Ship,Others,35.4437,129.638,2020-01-23,0,2020-01-23T23:00:00Z,0,0
Cruise Ship,Others,35.4437,129.638,2020-01-24,0,2020-01-24T23:00:00Z,0,0
Cruise Ship,Others,35.4437,129.638,2020-01-25,0,2020-01-25T21:00:00Z,0,0
Cruise Ship,Others,35.4437,129.638,2020-01-26,0,2020-01-26T22:00:00Z,0,0
Cruise Ship,Others,35.4437,129.638,2020-01-27,0,2020-01-27T19:30:00Z,0,0
Cruise Ship,Others,35.4437,129.638,2020-01-28,0,2020-01-28T22:00:00Z,0,0
Cruise Ship,Others,35.4437,129.638,2020-01-29,0,2020-01-29T20:00:00Z,0,0
Cruise Ship,Others,35.4437,129.638,2020-01-30,0,2020-01-30T10:00:00Z,0,0
Cruise Ship,Others,35.4437,129.638,2020-01-31,0,2020-01-31T13:00:00Z,0,0
Cruise Ship,Others,35.4437,129.638,2020-02-01,0,2020-02-01T09:00:00Z,0,0
Cruise Ship,Others,35.4437,129.638,2020-02-02,0,2020-02-02T20:00:00Z,0,0
Cruise Ship,Others,35.4437,129.638,2020-02-03,0,2020-02-03T20:00:00Z,0,0
Cruise Ship,Others,35.4437,129.638,2020-02-04,0,2020-02-04T21:00:00Z,0,0
Cruise Ship,Others,35.4437,129.638,2020-02-05,0,2020-02-05T22:00:00Z,0,0
Cruise Ship,Others,35.4437,129.638,2020-02-06,0,2020-02-06T13:20:00Z,0,0
Cruise Ship,Others,35.4437,129.638,2020-02-07,61,2020-02-07T21:50:00Z,0,0
Cruise Ship,Others,35.4437,129.638,2020-02-08,61,2020-02-08T22:04:00Z,0,0
Cruise Ship,Others,35.4437,129.638,2020-02-09,64,2020-02-09T22:20:00Z,0,0
Cruise Ship,Others,35.4437,129.638,2020-02-10,135,2020-02-10T10:00:00Z,0,0
NA,Philippines,12.8797,121.774,2020-01-21,0,2020-01-21T21:00:00Z,0,0
NA,Philippines,12.8797,121.774,2020-01-22,0,2020-01-22T11:00:00Z,0,0
NA,Philippines,12.8797,121.774,2020-01-23,0,2020-01-23T23:00:00Z,0,0
NA,Philippines,12.8797,121.774,2020-01-24,0,2020-01-24T23:00:00Z,0,0
NA,Philippines,12.8797,121.774,2020-01-25,0,2020-01-25T21:00:00Z,0,0
NA,Philippines,12.8797,121.774,2020-01-26,0,2020-01-26T22:00:00Z,0,0
NA,Philippines,12.8797,121.774,2020-01-27,0,2020-01-27T19:30:00Z,0,0
NA,Philippines,12.8797,121.774,2020-01-28,0,2020-01-28T22:00:00Z,0,0
NA,Philippines,12.8797,121.774,2020-01-29,0,2020-01-29T20:00:00Z,0,0
NA,Philippines,12.8797,121.774,2020-01-30,1,2020-01-30T10:00:00Z,0,0
NA,Philippines,12.8797,121.774,2020-01-31,1,2020-01-31T13:00:00Z,0,0
NA,Philippines,12.8797,121.774,2020-02-01,1,2020-02-01T09:00:00Z,0,0
NA,Philippines,12.8797,121.774,2020-02-02,2,2020-02-02T20:00:00Z,1,0
NA,Philippines,12.8797,121.774,2020-02-03,2,2020-02-03T20:00:00Z,1,0
NA,Philippines,12.8797,121.774,2020-02-04,2,2020-02-04T21:00:00Z,1,0
NA,Philippines,12.8797,121.774,2020-02-05,2,2020-02-05T22:00:00Z,1,0
NA,Philippines,12.8797,121.774,2020-02-06,2,2020-02-06T13:20:00Z,1,0
NA,Philippines,12.8797,121.774,2020-02-07,3,2020-02-07T21:50:00Z,1,0
NA,Philippines,12.8797,121.774,2020-02-08,3,2020-02-08T22:04:00Z,1,0
NA,Philippines,12.8797,121.774,2020-02-09,3,2020-02-09T22:20:00Z,1,0
NA,Philippines,12.8797,121.774,2020-02-10,3,2020-02-10T10:00:00Z,1,0
NA,Russia,61.524,105.3188,2020-01-21,0,2020-01-21T21:00:00Z,0,0
NA,Russia,61.524,105.3188,2020-01-22,0,2020-01-22T11:00:00Z,0,0
NA,Russia,61.524,105.3188,2020-01-23,0,2020-01-23T23:00:00Z,0,0
NA,Russia,61.524,105.3188,2020-01-24,0,2020-01-24T23:00:00Z,0,0
NA,Russia,61.524,105.3188,2020-01-25,0,2020-01-25T21:00:00Z,0,0
NA,Russia,61.524,105.3188,2020-01-26,0,2020-01-26T22:00:00Z,0,0
NA,Russia,61.524,105.3188,2020-01-27,0,2020-01-27T19:30:00Z,0,0
NA,Russia,61.524,105.3188,2020-01-28,0,2020-01-28T22:00:00Z,0,0
NA,Russia,61.524,105.3188,2020-01-29,0,2020-01-29T20:00:00Z,0,0
NA,Russia,61.524,105.3188,2020-01-30,0,2020-01-30T10:00:00Z,0,0
NA,Russia,61.524,105.3188,2020-01-31,2,2020-01-31T13:00:00Z,0,0
NA,Russia,61.524,105.3188,2020-02-01,2,2020-02-01T09:00:00Z,0,0
NA,Russia,61.524,105.3188,2020-02-02,2,2020-02-02T20:00:00Z,0,0
NA,Russia,61.524,105.3188,2020-02-03,2,2020-02-03T20:00:00Z,0,0
NA,Russia,61.524,105.3188,2020-02-04,2,2020-02-04T21:00:00Z,0,0
NA,Russia,61.524,105.3188,2020-02-05,2,2020-02-05T22:00:00Z,0,0
NA,Russia,61.524,105.3188,2020-02-06,2,2020-02-06T13:20:00Z,0,0
NA,Russia,61.524,105.3188,2020-02-07,2,2020-02-07T21:50:00Z,0,0
NA,Russia,61.524,105.3188,2020-02-08,2,2020-02-08T22:04:00Z,0,0
NA,Russia,61.524,105.3188,2020-02-09,2,2020-02-09T22:20:00Z,0,0
NA,Russia,61.524,105.3188,2020-02-10,2,2020-02-10T10:00:00Z,0,0
NA,Singapore,1.3521,103.8198,2020-01-21,0,2020-01-21T21:00:00Z,0,0
NA,Singapore,1.3521,103.8198,2020-01-22,0,2020-01-22T11:00:00Z,0,0
NA,Singapore,1.3521,103.8198,2020-01-23,1,2020-01-23T23:00:00Z,0,0
NA,Singapore,1.3521,103.8198,2020-01-24,3,2020-01-24T23:00:00Z,0,0
NA,Singapore,1.3521,103.8198,2020-01-25,3,2020-01-25T21:00:00Z,0,0
NA,Singapore,1.3521,103.8198,2020-01-26,4,2020-01-26T22:00:00Z,0,0
NA,Singapore,1.3521,103.8198,2020-01-27,5,2020-01-27T19:30:00Z,0,0
NA,Singapore,1.3521,103.8198,2020-01-28,7,2020-01-28T22:00:00Z,0,0
NA,Singapore,1.3521,103.8198,2020-01-29,10,2020-01-29T20:00:00Z,0,0
NA,Singapore,1.3521,103.8198,2020-01-30,10,2020-01-30T10:00:00Z,0,0
NA,Singapore,1.3521,103.8198,2020-01-31,13,2020-01-31T13:00:00Z,0,0
NA,Singapore,1.3521,103.8198,2020-02-01,18,2020-02-01T09:00:00Z,0,0
NA,Singapore,1.3521,103.8198,2020-02-02,18,2020-02-02T20:00:00Z,0,0
NA,Singapore,1.3521,103.8198,2020-02-03,18,2020-02-03T20:00:00Z,0,0
NA,Singapore,1.3521,103.8198,2020-02-04,24,2020-02-04T21:00:00Z,0,0
NA,Singapore,1.3521,103.8198,2020-02-05,28,2020-02-05T22:00:00Z,0,0
NA,Singapore,1.3521,103.8198,2020-02-06,28,2020-02-06T13:20:00Z,0,0
NA,Singapore,1.3521,103.8198,2020-02-07,30,2020-02-07T21:50:00Z,0,0
NA,Singapore,1.3521,103.8198,2020-02-08,40,2020-02-08T22:04:00Z,0,2
NA,Singapore,1.3521,103.8198,2020-02-09,43,2020-02-09T22:20:00Z,0,2
NA,Singapore,1.3521,103.8198,2020-02-10,43,2020-02-10T10:00:00Z,0,2
NA,South Korea,37.5665,126.978,2020-01-21,0,2020-01-21T21:00:00Z,0,0
NA,South Korea,37.5665,126.978,2020-01-22,1,2020-01-22T11:00:00Z,0,0
NA,South Korea,37.5665,126.978,2020-01-23,1,2020-01-23T23:00:00Z,0,0
NA,South Korea,37.5665,126.978,2020-01-24,2,2020-01-24T23:00:00Z,0,0
NA,South Korea,37.5665,126.978,2020-01-25,2,2020-01-25T21:00:00Z,0,0
NA,South Korea,37.5665,126.978,2020-01-26,3,2020-01-26T22:00:00Z,0,0
NA,South Korea,37.5665,126.978,2020-01-27,4,2020-01-27T19:30:00Z,0,0
NA,South Korea,37.5665,126.978,2020-01-28,4,2020-01-28T22:00:00Z,0,0
NA,South Korea,37.5665,126.978,2020-01-29,4,2020-01-29T20:00:00Z,0,0
NA,South Korea,37.5665,126.978,2020-01-30,4,2020-01-30T10:00:00Z,0,0
NA,South Korea,37.5665,126.978,2020-01-31,11,2020-01-31T13:00:00Z,0,0
NA,South Korea,37.5665,126.978,2020-02-01,12,2020-02-01T09:00:00Z,0,0
NA,South Korea,37.5665,126.978,2020-02-02,15,2020-02-02T20:00:00Z,0,0
NA,South Korea,37.5665,126.978,2020-02-03,15,2020-02-03T20:00:00Z,0,0
NA,South Korea,37.5665,126.978,2020-02-04,16,2020-02-04T21:00:00Z,0,0
NA,South Korea,37.5665,126.978,2020-02-05,23,2020-02-05T22:00:00Z,0,0
NA,South Korea,37.5665,126.978,2020-02-06,23,2020-02-06T13:20:00Z,0,0
NA,South Korea,37.5665,126.978,2020-02-07,36,2020-02-07T21:50:00Z,0,1
NA,South Korea,37.5665,126.978,2020-02-08,25,2020-02-08T22:04:00Z,0,3
NA,South Korea,37.5665,126.978,2020-02-09,27,2020-02-09T22:20:00Z,0,3
NA,South Korea,37.5665,126.978,2020-02-10,27,2020-02-10T10:00:00Z,0,3
NA,Spain,40.4637,-3.7492,2020-01-21,0,2020-01-21T21:00:00Z,0,0
NA,Spain,40.4637,-3.7492,2020-01-22,0,2020-01-22T11:00:00Z,0,0
NA,Spain,40.4637,-3.7492,2020-01-23,0,2020-01-23T23:00:00Z,0,0
NA,Spain,40.4637,-3.7492,2020-01-24,0,2020-01-24T23:00:00Z,0,0
NA,Spain,40.4637,-3.7492,2020-01-25,0,2020-01-25T21:00:00Z,0,0
NA,Spain,40.4637,-3.7492,2020-01-26,0,2020-01-26T22:00:00Z,0,0
NA,Spain,40.4637,-3.7492,2020-01-27,0,2020-01-27T19:30:00Z,0,0
NA,Spain,40.4637,-3.7492,2020-01-28,0,2020-01-28T22:00:00Z,0,0
NA,Spain,40.4637,-3.7492,2020-01-29,0,2020-01-29T20:00:00Z,0,0
NA,Spain,40.4637,-3.7492,2020-01-30,0,2020-01-30T10:00:00Z,0,0
NA,Spain,40.4637,-3.7492,2020-01-31,0,2020-01-31T13:00:00Z,0,0
NA,Spain,40.4637,-3.7492,2020-02-01,1,2020-02-01T09:00:00Z,0,0
